TransactionID, Transaction_date, Quantity,Subtotal, Taxes, DiscountPrice,TotalAmount, Payment_Method, Products_ProductID, CustomerCart_CustomerID, Cashier_CashierID
T294,28/12/2014,8,150.72,8.48,15.07,159.2,netbanking,FUR-FU-10004091,127,1
T295,28/12/2014,3,518.29,22.68,155.49,540.97,netbanking,FUR-CH-10001891,127,1
T296,28/12/2014,3,545.88,23.88,163.76,569.76,netbanking,FUR-FU-10002918,127,1
T297,28/12/2014,5,314.4,15.72,62.88,330.12,netbanking,OFF-BI-10004593,127,1
T298,28/12/2014,3,55.1,3.1,5.51,58.2,netbanking,OFF-FA-10004854,127,1
T299,03/11/2016,5,32.4,2.03,0,34.43,COD,OFF-PA-10002105,64,2
T300,03/11/2016,8,2164.96,115.01,324.74,2279.97,COD,OFF-ST-10002756,64,2
T301,03/11/2016,3,113.82,6.4,11.38,120.22,COD,OFF-PA-10004243,64,2
T302,03/11/2016,4,31.04,1.94,0,32.98,COD,FUR-FU-10001861,64,2
T303,03/11/2016,1,8.57,0.54,0,9.1,COD,OFF-BI-10002706,64,2
T304,23/11/2017,3,657.23,34.92,98.58,692.14,COD,FUR-TA-10002533,102,2
T305,09/05/2015,2,26.8,1.51,2.68,28.31,netbanking,FUR-FU-10002671,128,3
T306,04/01/2015,3,15.74,0.98,0,16.73,Cash,OFF-AR-10003651,34,1
T307,06/06/2014,3,36.38,2.05,3.64,38.43,Cash,OFF-BI-10001072,129,1
T308,06/06/2014,6,867.6,37.96,260.28,905.56,Cash,OFF-AR-10002135,129,1
T309,17/04/2017,1,3.91,0.24,0,4.16,netbanking,OFF-AR-10002804,130,2
T310,14/09/2016,4,7.57,0.47,0,8.04,Cash,FUR-FU-10001918,131,2
T311,14/09/2016,2,816.84,43.39,122.53,860.24,Cash,FUR-CH-10004086,131,2
T312,14/09/2016,1,15.23,0.86,1.52,16.09,Cash,FUR-FU-10001756,131,2
T313,14/09/2016,3,7.83,0.49,0,8.32,Cash,OFF-LA-10000634,131,2
T314,03/10/2014,3,175.08,8.75,35.02,183.83,Debitcard,FUR-FU-10001588,132,2
T315,16/08/2014,2,356.77,15.61,107.03,372.38,EMI,TEC-PH-10002398,133,3
T316,16/08/2014,3,31.1,1.75,3.11,32.85,EMI,OFF-PA-10001937,133,3
T317,30/12/2014,4,297.41,14.87,59.48,312.28,Credit card,OFF-AR-10003373,134,1
T318,09/11/2014,1,135.88,5.94,40.76,141.83,Credit card,FUR-CH-10002602,135,1
T319,09/11/2014,2,7983.96,474.05,399.2,8458.01,Credit card,TEC-MA-10002927,135,1
T320,09/11/2014,6,275.94,15.52,27.59,291.46,Credit card,TEC-PH-10004093,135,1
T321,09/11/2014,4,288,14.4,57.6,302.4,Credit card,TEC-AC-10000892,135,1
T322,09/11/2014,1,43.57,2.45,4.36,46.02,Credit card,OFF-ST-10002974,135,1
T323,24/09/2014,2,14.32,0.9,0,15.22,netbanking,OFF-FA-10000624,136,3
T324,27/04/2016,6,377.28,18.86,75.46,396.14,EMI,OFF-BI-10004593,137,1
T325,27/04/2016,1,99.99,5,20,104.99,EMI,TEC-AC-10001908,137,1
T326,05/11/2017,1,8,0.5,0,8.5,COD,FUR-FU-10001967,138,2
T327,01/09/2016,3,484.83,21.21,145.45,506.04,EMI,TEC-PH-10003645,139,2
T328,01/09/2016,2,108.45,5.42,21.69,113.87,EMI,OFF-ST-10000675,139,2
T329,01/09/2016,4,1798.27,95.53,269.74,1893.81,EMI,FUR-CH-10003312,139,2
T330,01/09/2016,10,300.72,16.92,30.07,317.64,EMI,OFF-LA-10001074,139,2
T331,01/09/2016,6,100.7,5.66,10.07,106.37,EMI,OFF-BI-10001524,139,2
T332,29/04/2016,2,165.6,8.28,33.12,173.88,netbanking,TEC-PH-10004614,140,3
T333,29/04/2016,2,41.45,2.33,4.14,43.78,netbanking,OFF-BI-10001153,140,3
T334,29/04/2016,3,9.79,0.61,0,10.4,netbanking,OFF-BI-10001982,140,3
T335,04/09/2015,1,1.19,0.07,0,1.26,EMI,OFF-BI-10001922,141,1
T336,04/09/2015,2,1919.97,102,288,2021.97,EMI,TEC-CO-10001449,141,1
T337,04/09/2015,4,3.59,0.22,0,3.82,EMI,OFF-BI-10004140,141,1
T338,17/07/2014,2,3.86,0.24,0,4.1,netbanking,OFF-BI-10003314,142,2
T339,17/07/2014,3,1571.29,83.47,235.69,1654.77,netbanking,FUR-TA-10004575,142,2
T340,26/06/2015,4,4.96,0.31,0,5.27,EMI,OFF-FA-10000490,108,2
T341,17/04/2014,4,22.32,1.4,0,23.72,COD,OFF-AR-10000122,64,2
T342,17/04/2014,10,509.97,25.5,101.99,535.47,COD,OFF-BI-10003656,64,2
T343,17/04/2014,13,116.22,7.26,0,123.48,COD,OFF-FA-10002780,64,2
T344,17/04/2014,12,95.9,5.99,0,101.9,COD,TEC-PH-10000702,64,2
T345,24/12/2015,4,222,11.1,44.4,233.1,Cash,OFF-ST-10000107,80,1
T346,19/06/2017,3,71.96,4.05,7.2,76.01,COD,TEC-PH-10002293,143,3
T347,12/07/2017,3,12.1,0.76,0,12.85,Debitcard,OFF-AR-10004027,144,2
T348,12/07/2017,2,39.3,2.21,3.93,41.51,Debitcard,OFF-PA-10000249,144,2
T349,12/07/2017,2,20.74,1.17,2.07,21.9,Debitcard,OFF-AR-10001374,144,2
T350,03/09/2016,1,6.79,0.42,0,7.21,EMI,TEC-AC-10000290,145,2
T351,03/09/2016,2,24.56,1.38,2.46,25.94,EMI,OFF-PA-10001970,145,2
T352,03/09/2016,1,2.29,0.14,0,2.43,EMI,OFF-BI-10002160,145,2
T353,03/09/2016,4,49.12,2.76,4.91,51.88,EMI,OFF-PA-10001970,145,2
T354,03/09/2016,4,4355.17,258.59,217.76,4613.76,EMI,OFF-BI-10004995,145,2
T355,13/04/2016,6,874.58,38.26,262.38,912.85,netbanking,FUR-BO-10002268,146,2
T356,13/04/2016,2,13.22,0.83,0,14.04,netbanking,OFF-EN-10001137,146,2
T357,13/04/2016,4,13.63,0.85,0,14.48,netbanking,OFF-AR-10002399,146,2
T358,13/04/2016,5,68.8,3.87,6.88,72.67,netbanking,OFF-PA-10002713,146,2
T359,28/04/2016,5,108.72,6.12,10.87,114.84,netbanking,OFF-PA-10002666,97,1
T360,11/03/2017,8,5182.72,275.33,777.41,5458.05,Cash,OFF-AP-10001124,147,3
T361,11/03/2017,2,33.12,1.86,3.31,34.98,Cash,OFF-LA-10001158,147,3
T362,01/10/2017,2,33.12,1.86,3.31,34.98,Credit card,OFF-LA-10001158,148,2
T363,01/10/2017,3,434.35,19,130.31,453.35,Credit card,FUR-CH-10000785,148,2
T364,01/10/2017,2,5.56,0.35,0,5.91,Credit card,OFF-AR-10003732,148,2
T365,01/10/2017,8,37.7,2.36,0,40.05,Credit card,FUR-FU-10000023,148,2
T366,29/09/2014,4,339.14,16.96,67.83,356.09,netbanking,OFF-ST-10001713,149,3
T367,21/10/2016,4,23.2,1.45,0,24.65,COD,OFF-BI-10002412,150,1
T368,21/10/2016,2,5.89,0.37,0,6.26,COD,OFF-SU-10001225,150,1
T369,21/10/2016,7,104.79,5.89,10.48,110.68,COD,OFF-ST-10002406,150,1
T370,21/10/2016,4,2087.84,110.92,313.18,2198.76,COD,FUR-BO-10002545,150,1
T371,04/06/2017,5,51.84,2.92,5.18,54.76,COD,OFF-PA-10002036,151,3
T372,04/06/2017,3,160.27,8.01,32.05,168.29,COD,OFF-ST-10002205,151,3
T373,27/07/2014,5,16.32,1.02,0,17.34,netbanking,OFF-BI-10001982,152,3
T374,27/07/2014,8,1279.92,56,383.98,1335.92,netbanking,TEC-AC-10003911,152,3
T375,27/07/2014,1,9.24,0.58,0,9.82,netbanking,OFF-AR-10000658,152,3
T376,27/07/2014,10,479.04,26.95,47.9,505.99,netbanking,TEC-AC-10002076,152,3
T377,01/10/2016,4,247.84,12.39,49.57,260.23,Credit card,OFF-PA-10003039,153,2
T378,01/09/2017,7,4252.64,225.92,637.9,4478.56,Debitcard,FUR-TA-10004915,154,3
T379,05/05/2015,3,17.3,1.08,0,18.39,Cash,OFF-AP-10000696,155,1
T380,05/05/2015,3,59.58,3.35,5.96,62.93,Cash,OFF-ST-10003327,155,1
T381,05/05/2015,4,48.7,2.74,4.87,51.44,Cash,OFF-BI-10000309,155,1
T382,29/10/2016,7,152.88,8.6,15.29,161.48,EMI,OFF-PA-10004734,156,1
T383,29/10/2016,3,37.15,2.09,3.72,39.24,EMI,OFF-BI-10002225,156,1
T384,29/06/2015,2,83.8,4.71,8.38,88.51,Credit card,TEC-AC-10004708,157,3
T385,02/12/2015,3,1092.24,58.03,163.84,1150.27,Credit card,FUR-TA-10000617,158,3
T386,02/12/2015,3,209.94,10.5,41.99,220.44,Credit card,TEC-AC-10002335,158,3
T387,07/12/2015,4,964.68,51.25,144.7,1015.93,COD,TEC-MA-10001681,159,3
T388,07/12/2015,1,2.96,0.19,0,3.15,COD,FUR-FU-10001935,159,3
T389,26/11/2014,1,2.62,0.16,0,2.79,Cash,OFF-AR-10004757,160,1
T390,15/12/2017,4,11.68,0.73,0,12.41,EMI,OFF-BI-10000050,161,1
T391,15/12/2017,2,39.98,2.25,4,42.23,EMI,TEC-AC-10001998,161,1
T392,23/09/2014,2,492.77,26.18,73.92,518.95,Credit card,TEC-PH-10003012,162,3
T393,23/09/2014,3,1799.97,95.62,270,1895.59,Credit card,TEC-CO-10002313,162,3
T394,10/06/2014,3,37.39,2.1,3.74,39.49,netbanking,OFF-BI-10003982,163,1
T395,05/07/2017,3,18.95,1.18,0,20.13,EMI,OFF-BI-10004492,164,1
T396,19/10/2017,2,99.92,5.62,9.99,105.54,EMI,OFF-ST-10000798,165,1
T397,19/10/2017,2,25.92,1.46,2.59,27.38,EMI,OFF-PA-10002552,165,1
T398,04/11/2015,4,112.19,6.31,11.22,118.5,netbanking,OFF-SU-10002573,7,1
T399,10/09/2016,3,44.94,2.53,4.49,47.47,netbanking,OFF-ST-10001580,166,1
T400,10/09/2016,4,5990.66,355.7,299.53,6346.36,netbanking,FUR-BO-10004834,166,1
T401,10/09/2016,4,327.84,16.39,65.57,344.23,netbanking,OFF-ST-10000934,166,1
T402,10/09/2016,2,115.17,5.76,23.03,120.93,netbanking,TEC-AC-10000158,166,1
T403,26/12/2014,2,19.14,1.2,0,20.33,Credit card,OFF-PA-10001947,167,2
T404,20/04/2014,6,97.68,5.49,9.77,103.17,Credit card,OFF-AR-10003478,71,3
T405,29/12/2017,3,7.18,0.45,0,7.63,Cash,OFF-AP-10004249,168,1
T406,12/12/2017,5,287.92,14.4,57.58,302.32,netbanking,TEC-AC-10000158,169,3
T407,12/12/2017,3,3599.93,213.75,180,3813.67,netbanking,TEC-CO-10004115,169,3
T408,12/12/2017,5,54.3,3.05,5.43,57.35,netbanking,OFF-PA-10003724,169,3
T409,12/12/2017,7,1506.04,80.01,225.91,1586.04,netbanking,FUR-TA-10002041,169,3
T410,12/12/2017,1,9.68,0.61,0,10.29,netbanking,OFF-PA-10002893,169,3
T411,12/12/2017,9,28.35,1.77,0,30.12,netbanking,OFF-LA-10003766,169,3
T412,12/12/2017,1,12.28,0.69,1.23,12.97,netbanking,OFF-PA-10001970,169,3
T413,12/12/2017,13,943.64,47.18,188.73,990.83,netbanking,FUR-BO-10001972,169,3
T414,12/12/2017,2,141.96,7.1,28.39,149.06,netbanking,FUR-CH-10003956,169,3
T415,07/11/2017,7,139.86,7.87,13.99,147.73,Credit card,OFF-PA-10000157,170,2
T416,07/11/2017,4,691.06,30.23,207.32,721.29,Credit card,FUR-CH-10001891,170,2
T417,28/06/2017,8,287.76,16.19,28.78,303.95,Cash,OFF-AR-10004344,171,2
T418,18/04/2016,5,1151.4,61.17,172.71,1212.57,Debitcard,FUR-CH-10004886,172,1
T419,10/11/2017,1,5.78,0.36,0,6.14,EMI,OFF-PA-10003845,147,3
T420,09/03/2017,4,18.64,1.17,0,19.81,COD,OFF-AR-10001573,134,1
T421,09/03/2017,1,15.25,0.86,1.53,16.11,COD,OFF-EN-10000483,134,1
T422,25/06/2014,6,983.76,43.04,295.13,1026.8,COD,TEC-AC-10004114,33,3
T423,23/10/2017,4,113.12,6.36,11.31,119.48,COD,FUR-FU-10004712,173,1
T424,23/10/2017,3,26.16,1.64,0,27.8,COD,OFF-ST-10000918,173,1
T425,23/08/2017,4,3465.6,184.11,519.84,3649.71,Cash,FUR-CH-10000015,174,1
T426,26/11/2017,2,56.8,3.2,5.68,60,Cash,FUR-FU-10003347,26,3
T427,26/11/2017,8,172.75,9.72,17.28,182.47,Cash,OFF-BI-10001543,26,3
T428,13/09/2014,1,69.99,3.5,14,73.49,netbanking,TEC-MA-10000029,175,2
T429,08/10/2017,6,16.68,1.04,0,17.72,Cash,OFF-AR-10000369,176,3
T430,21/04/2016,2,379.18,16.59,113.75,395.76,Debitcard,OFF-BI-10004584,177,1
T431,21/04/2016,7,817.49,35.77,245.25,853.25,Debitcard,TEC-AC-10004659,177,1
T432,21/04/2016,5,583.92,25.55,175.18,609.47,Debitcard,TEC-AC-10004659,177,1
T433,21/04/2016,2,9.54,0.6,0,10.13,Debitcard,OFF-ST-10000617,177,1
T434,07/06/2016,5,571.44,25,171.43,596.44,COD,OFF-ST-10003306,73,1
T435,25/12/2014,2,6.42,0.4,0,6.82,Cash,OFF-BI-10000773,178,3
T436,25/12/2014,5,1239,65.82,185.85,1304.82,Cash,TEC-AC-10002600,178,3
T437,14/06/2016,3,3023.94,179.55,151.2,3203.48,COD,TEC-MA-10002937,179,3
T438,14/06/2016,7,85.96,4.84,8.6,90.8,COD,OFF-PA-10001970,179,3
T439,19/09/2017,8,63.74,3.98,0,67.73,Debitcard,OFF-PA-10002230,180,2
T440,23/01/2017,3,184.75,9.24,36.95,193.99,netbanking,FUR-CH-10003396,52,1
T441,07/09/2016,1,12.22,0.69,1.22,12.91,Cash,FUR-FU-10000246,8,1
T442,07/09/2016,3,155.95,7.8,31.19,163.75,Cash,OFF-ST-10000060,8,1
T443,07/09/2016,3,212.85,10.64,42.57,223.49,Cash,OFF-ST-10003058,8,1
T444,07/09/2016,4,182.72,10.28,18.27,193,Cash,OFF-PA-10002222,8,1
T445,07/09/2016,3,170.06,8.5,34.01,178.56,Cash,FUR-CH-10002372,8,1
T446,07/09/2016,7,17.64,1.1,0,18.74,Cash,OFF-LA-10001317,8,1
T447,25/03/2017,1,2.33,0.15,0,2.47,COD,FUR-FU-10000206,181,1
T448,03/04/2016,3,119.04,6.7,11.9,125.74,Credit card,OFF-AR-10000588,182,1
T449,03/04/2016,3,388.66,17,116.6,405.66,Credit card,OFF-ST-10001469,182,1
T450,03/04/2016,6,422.21,21.11,84.44,443.32,Credit card,OFF-AR-10001953,182,1
T451,03/04/2016,3,30.48,1.71,3.05,32.19,Credit card,OFF-AR-10003156,182,1
T452,03/04/2016,3,29.52,1.85,0,31.37,Credit card,OFF-AR-10004974,182,1
T453,03/04/2016,4,35.12,2.2,0,37.32,Credit card,TEC-PH-10002365,182,1
T454,24/10/2017,2,284.36,12.44,85.31,296.8,Cash,FUR-TA-10001539,183,2
T455,24/10/2017,2,665.41,35.35,99.81,700.76,Cash,OFF-ST-10000142,183,2
T456,17/12/2016,4,255.52,12.78,51.1,268.3,EMI,TEC-AC-10001772,176,3
T457,18/02/2014,2,113.37,5.67,22.67,119.04,Cash,FUR-CH-10000225,184,2
T458,01/10/2016,3,1708.7,90.77,256.31,1799.48,EMI,FUR-CH-10002331,174,1
T459,01/10/2016,2,8.93,0.56,0,9.49,EMI,OFF-EN-10001415,174,1
T460,22/12/2015,4,415.68,18.19,124.7,433.87,Debitcard,OFF-AP-10002472,99,1
T461,22/12/2015,9,719.93,36,143.99,755.92,Debitcard,TEC-AC-10004571,99,1
T462,22/12/2015,3,12.83,0.8,0,13.63,Debitcard,OFF-BI-10001098,99,1
T463,29/04/2016,5,23.56,1.47,0,25.03,Debitcard,FUR-FU-10000023,185,1
T464,29/04/2016,6,1527.16,81.13,229.07,1608.29,Debitcard,FUR-TA-10001889,185,1
T465,29/04/2016,5,18.99,1.19,0,20.18,Debitcard,OFF-BI-10000315,185,1
T466,29/04/2016,2,370.75,16.22,111.23,386.97,Debitcard,OFF-SU-10003505,185,1
T467,29/04/2016,2,39.14,2.2,3.91,41.34,Debitcard,OFF-AP-10002578,185,1
T468,24/01/2015,7,1273.72,55.73,382.12,1329.45,Debitcard,FUR-FU-10002918,186,1
T469,04/04/2017,2,410.67,21.82,61.6,432.48,COD,FUR-BO-10002824,104,1
T470,20/12/2016,3,14.36,0.9,0,15.26,EMI,OFF-BI-10002194,114,2
T471,24/12/2015,1,55.48,2.77,11.1,58.25,EMI,OFF-PA-10004071,187,3
T472,11/11/2014,3,681.84,36.22,102.28,718.06,Debitcard,OFF-ST-10002743,188,3
T473,11/11/2014,2,178.13,8.91,35.63,187.04,Debitcard,FUR-BO-10001601,188,3
T474,11/11/2014,4,2639.88,140.24,395.98,2780.12,Debitcard,TEC-PH-10002680,188,3
T475,11/11/2014,6,92.52,5.2,9.25,97.72,Debitcard,OFF-ST-10001321,188,3
T476,11/11/2014,7,313.25,17.62,31.33,330.87,Debitcard,OFF-PA-10001509,188,3
T477,11/11/2014,5,151.76,8.54,15.18,160.3,Debitcard,OFF-PA-10003465,188,3
T478,19/07/2016,6,191.52,10.77,19.15,202.29,COD,TEC-PH-10000149,121,3
T479,02/11/2016,3,40.2,2.26,4.02,42.46,Debitcard,FUR-FU-10002671,189,1
T480,02/07/2016,5,29.4,1.84,0,31.24,COD,OFF-AR-10003045,190,3
T481,02/07/2016,5,1690.2,89.79,253.53,1779.99,COD,OFF-ST-10000689,190,3
T482,10/10/2014,3,27.27,1.7,0,28.97,Debitcard,TEC-AC-10001445,191,2
T483,27/07/2014,2,9.54,0.6,0,10.13,Debitcard,OFF-AR-10002053,192,2
T484,27/07/2014,2,255.97,11.2,76.79,267.17,Debitcard,TEC-AC-10002567,192,2
T485,13/06/2017,2,47.36,2.66,4.74,50.02,EMI,OFF-LA-10003923,193,3
T486,13/06/2017,5,514.17,22.49,154.25,536.66,EMI,FUR-BO-10001337,193,3
T487,13/06/2017,5,279.96,14,55.99,293.96,EMI,TEC-PH-10001924,193,3
T488,31/10/2014,6,3419.94,181.68,512.99,3601.62,netbanking,TEC-PH-10001363,194,2
T489,13/06/2014,1,7.99,0.5,0,8.49,Credit card,TEC-PH-10000376,195,2
T490,13/06/2014,2,127.97,6.4,25.59,134.37,Credit card,TEC-AC-10000303,195,2
T491,13/06/2014,2,140.74,7.04,28.15,147.77,Credit card,OFF-AR-10001953,195,2
T492,19/09/2014,5,718.64,31.44,215.59,750.08,Debitcard,OFF-ST-10001809,196,3
T493,19/09/2014,3,22.14,1.38,0,23.52,Debitcard,OFF-EN-10003845,196,3
T494,14/05/2016,2,187.96,9.4,37.59,197.36,Debitcard,TEC-AC-10000991,197,3
T495,21/03/2016,3,522.18,22.85,156.65,545.02,COD,FUR-TA-10001857,198,2
T496,31/12/2015,2,210.84,9.22,63.25,220.06,Cash,OFF-EN-10001434,199,1
T497,31/07/2016,8,44.86,2.8,0,47.66,Cash,OFF-BI-10002498,184,2
T498,31/07/2016,4,38.62,2.41,0,41.04,Cash,FUR-FU-10004864,184,2
T499,31/07/2016,2,271.76,11.89,81.53,283.65,Cash,FUR-CH-10002602,184,2
T500,31/07/2016,9,221.76,12.47,22.18,234.23,Cash,FUR-FU-10000073,184,2
T501,04/06/2016,2,30.16,1.7,3.02,31.86,netbanking,OFF-BI-10001670,200,1
T502,04/06/2016,2,9.97,0.62,0,10.59,netbanking,OFF-BI-10001658,200,1
T503,04/06/2016,2,1402.74,74.52,210.41,1477.26,netbanking,FUR-CH-10001215,200,1
T504,04/06/2016,3,7.13,0.45,0,7.57,netbanking,OFF-BI-10000831,200,1
T505,04/06/2016,1,32.79,1.84,3.28,34.64,netbanking,OFF-PA-10000357,200,1
T506,15/11/2017,5,7.96,0.5,0,8.46,Credit card,OFF-BI-10003274,183,2
T507,22/03/2015,1,2.74,0.17,0,2.91,COD,OFF-AR-10001662,201,3
T508,22/03/2015,3,13.34,0.83,0,14.18,COD,OFF-AR-10003856,201,3
T509,22/03/2015,3,46.74,2.63,4.67,49.37,COD,OFF-ST-10001228,201,3
T510,22/03/2015,5,3812.97,202.56,571.95,4015.53,COD,OFF-BI-10003527,201,3
T511,27/11/2017,3,202.08,10.1,40.42,212.18,EMI,FUR-FU-10001290,202,2
T512,27/11/2017,2,30.43,1.71,3.04,32.14,EMI,TEC-AC-10002399,202,2
T513,23/10/2016,3,14.3,0.89,0,15.2,Debitcard,OFF-AR-10002053,167,2
T514,25/12/2017,3,19.89,1.24,0,21.13,COD,OFF-AR-10003811,203,1
T515,25/12/2017,2,11.76,0.74,0,12.5,COD,OFF-AR-10001246,203,1
T516,27/01/2017,5,4799.92,255,719.99,5054.92,Debitcard,TEC-CO-10003236,58,3
T517,27/01/2017,3,41.16,2.32,4.12,43.48,Debitcard,OFF-ST-10004507,58,3
T518,27/01/2017,2,11.96,0.75,0,12.71,Debitcard,OFF-PA-10001667,58,3
T519,27/01/2017,3,1126.02,59.82,168.9,1185.84,Debitcard,OFF-ST-10004459,58,3
T520,26/03/2015,1,18.39,1.03,1.84,19.43,COD,TEC-AC-10000171,204,3
T521,26/03/2015,2,129.57,6.48,25.91,136.05,COD,OFF-ST-10000736,204,3
T522,26/03/2015,9,28.22,1.76,0,29.99,COD,OFF-BI-10000285,204,3
T523,25/01/2017,2,348.12,15.23,104.44,363.35,Cash,FUR-TA-10001857,205,1
T524,23/05/2016,3,110.35,6.21,11.04,116.56,Credit card,TEC-PH-10003555,110,1
T525,23/05/2016,2,132.52,6.63,26.5,139.15,Credit card,TEC-AC-10003832,110,1
T526,02/01/2016,5,35.52,2.22,0,37.74,COD,OFF-FA-10002815,206,2
T527,26/10/2017,3,1196.92,63.59,179.54,1260.5,netbanking,FUR-CH-10003379,207,2
T528,26/10/2017,3,45.7,2.57,4.57,48.27,netbanking,FUR-FU-10001756,207,2
T529,07/09/2015,3,45.42,2.55,4.54,47.97,EMI,OFF-ST-10004963,208,1
T530,07/09/2015,1,666.25,35.39,99.94,701.64,EMI,OFF-SU-10002881,208,1
T531,07/09/2015,6,131.28,7.38,13.13,138.66,EMI,OFF-EN-10001335,208,1
T532,09/11/2015,1,190.72,8.34,57.22,199.06,COD,FUR-CH-10000595,209,2
T533,11/09/2017,3,95.88,5.39,9.59,101.27,EMI,FUR-FU-10000448,210,3
T534,01/06/2016,5,1959.9,104.12,293.99,2064.02,EMI,TEC-PH-10000984,211,1
T535,01/06/2016,5,6.83,0.43,0,7.25,EMI,OFF-BI-10002557,211,1
T536,16/07/2016,2,16.77,1.05,0,17.82,Cash,OFF-ST-10001325,212,3
T537,08/09/2017,7,127.85,7.19,12.78,135.04,EMI,OFF-BI-10002429,213,1
T538,08/12/2015,4,10.75,0.67,0,11.42,Cash,OFF-BI-10004528,89,1
T539,11/12/2015,3,244.7,12.24,48.94,256.94,Credit card,OFF-AP-10001271,214,1
T540,11/12/2015,4,255.53,12.78,51.11,268.3,Credit card,FUR-CH-10002647,214,1
T541,03/02/2014,6,468.9,23.45,93.78,492.35,Debitcard,TEC-AC-10001432,215,2
T542,17/07/2016,8,856.94,37.49,257.08,894.44,netbanking,TEC-PH-10002262,21,2
T543,23/12/2015,9,1293.55,56.59,388.07,1350.14,Credit card,OFF-ST-10001809,216,1
T544,16/05/2014,2,72.64,4.09,7.26,76.73,Credit card,TEC-AC-10001465,39,1
T545,16/05/2014,1,100.79,4.41,30.24,105.2,Credit card,TEC-PH-10002597,39,1
T546,16/05/2014,4,264.45,13.22,52.89,277.67,Credit card,FUR-FU-10000723,39,1
T547,22/11/2017,6,10.32,0.65,0,10.97,COD,OFF-BI-10000404,217,1
T548,22/11/2017,2,21.38,1.2,2.14,22.58,COD,OFF-PA-10002986,217,1
T549,17/11/2015,9,625.68,31.28,125.14,656.96,Credit card,OFF-ST-10000604,159,3
T550,17/11/2015,3,17.05,1.07,0,18.11,Credit card,OFF-BI-10004738,159,3
T551,17/11/2015,5,8.72,0.55,0,9.27,Credit card,OFF-SU-10001935,159,3
T552,17/04/2016,2,1962.74,104.27,294.41,2067.01,netbanking,FUR-CH-10002024,218,2
T553,12/09/2017,1,34.5,1.94,3.45,36.44,Credit card,FUR-FU-10003039,54,3
T554,28/11/2017,3,21.65,1.35,0,23,Cash,OFF-FA-10004248,219,1
T555,03/07/2017,2,2073.25,123.1,103.66,2196.35,Debitcard,OFF-ST-10001780,159,3
T556,07/03/2014,4,38.91,2.43,0,41.34,Debitcard,OFF-AR-10003560,220,1
T557,15/06/2016,2,41.4,2.33,4.14,43.73,Cash,OFF-LA-10001297,221,1
T558,15/06/2016,4,2504.4,133.05,375.66,2637.45,Cash,FUR-TA-10004256,221,1
T559,15/06/2016,5,64.8,3.65,6.48,68.45,Cash,OFF-PA-10003441,221,1
T560,22/11/2017,3,85.2,4.79,8.52,89.99,Debitcard,FUR-FU-10003347,222,1
T561,22/11/2017,7,31.52,1.97,0,33.49,Debitcard,OFF-BI-10000069,222,1
T562,18/09/2014,5,65,3.66,6.5,68.66,Cash,OFF-AP-10003914,223,3
T563,18/09/2014,3,16.41,1.03,0,17.44,Cash,FUR-FU-10004020,223,3
T564,09/12/2015,2,7.92,0.5,0,8.42,netbanking,OFF-FA-10003467,224,1
T565,09/12/2015,1,2.61,0.16,0,2.77,netbanking,OFF-LA-10000634,224,1
T566,10/12/2017,3,374.38,16.38,112.31,390.75,netbanking,TEC-PH-10002496,225,1
T567,08/10/2017,8,183.68,10.33,18.37,194.01,Debitcard,OFF-PA-10004530,226,2
T568,08/10/2017,7,20.27,1.27,0,21.54,Debitcard,OFF-BI-10001107,226,2
T569,08/10/2017,3,31.1,1.75,3.11,32.85,Debitcard,OFF-PA-10004451,226,2
T570,08/10/2017,3,1353.46,71.9,203.02,1425.36,Debitcard,FUR-CH-10004997,226,2
T571,04/01/2018,7,144.9,8.15,14.49,153.05,COD,OFF-LA-10001297,227,2
T572,04/01/2018,4,22.34,1.4,0,23.73,COD,OFF-FA-10000585,227,2
T573,04/01/2018,7,8.32,0.52,0,8.84,COD,OFF-BI-10001922,227,2
T574,04/01/2018,3,8.91,0.56,0,9.47,COD,TEC-PH-10000347,227,2
T575,07/11/2016,3,26.46,1.65,0,28.11,EMI,OFF-AR-10003394,228,3
T576,22/09/2015,14,321.44,18.08,32.14,339.52,Credit card,OFF-PA-10004530,229,2
T577,22/09/2015,4,79.68,4.48,7.97,84.16,Credit card,OFF-PA-10001450,229,2
T578,22/09/2015,2,5.84,0.37,0,6.21,Credit card,OFF-SU-10001574,229,2
T579,26/07/2017,2,87.14,4.9,8.71,92.04,netbanking,OFF-ST-10002974,230,3
T580,26/07/2017,1,8.79,0.55,0,9.34,netbanking,FUR-FU-10001475,230,3
T581,14/09/2015,4,41.22,2.32,4.12,43.53,Credit card,OFF-SU-10004498,231,3
T582,05/12/2017,3,705.56,37.48,105.83,743.05,Cash,TEC-PH-10004977,232,3
T583,05/12/2017,2,211.17,9.24,63.35,220.41,Cash,TEC-PH-10000586,232,3
T584,05/12/2017,3,38.94,2.19,3.89,41.13,Cash,OFF-AP-10000358,232,3
T585,05/12/2017,7,13.57,0.85,0,14.41,Cash,OFF-BI-10002764,232,3
T586,05/12/2017,4,812.74,43.18,121.91,855.91,Cash,TEC-PH-10001254,232,3
T587,09/07/2015,1,70.98,3.55,14.2,74.53,Credit card,FUR-CH-10003956,233,1
T588,09/07/2015,3,589.86,25.81,176.96,615.67,Credit card,OFF-LA-10003930,233,1
T589,24/03/2016,2,105.98,5.3,21.2,111.28,COD,TEC-PH-10003800,234,1
